3.996748e+002,0.000000e+000
4.001569e+002,-3.330995e-002
4.006390e+002,-3.127825e-002
4.011211e+002,-2.951930e-002
4.016032e+002,-2.827150e-002
4.020854e+002,-2.761989e-002
4.025675e+002,-2.749612e-002
4.030496e+002,-2.773727e-002
4.035317e+002,-2.814090e-002
4.040138e+002,-2.853695e-002
4.044959e+002,-2.881573e-002
4.049781e+002,-2.893559e-002
4.054602e+002,-2.891668e-002
4.059423e+002,-2.880987e-002
4.064244e+002,-2.866585e-002
4.069065e+002,-2.851135e-002
4.073886e+002,-2.835177e-002
4.078708e+002,-2.817413e-002
4.083529e+002,-2.796550e-002
4.088350e+002,-2.772266e-002
4.093171e+002,-2.745413e-002
4.097992e+002,-2.718073e-002
4.102813e+002,-2.693369e-002
4.107635e+002,-2.674359e-002
4.112456e+002,-2.663962e-002
4.117277e+002,-2.663965e-002
4.122098e+002,-2.674029e-002
4.126919e+002,-2.690956e-002
4.131740e+002,-2.708470e-002
4.136562e+002,-2.719119e-002
4.141383e+002,-2.716364e-002
4.146204e+002,-2.697682e-002
4.151025e+002,-2.666240e-002
4.155846e+002,-2.631540e-002
4.160667e+002,-2.607783e-002
4.165489e+002,-2.612263e-002
4.170310e+002,-2.662949e-002
4.175131e+002,-2.770106e-002
4.179952e+002,-2.924289e-002
4.184773e+002,-3.085945e-002
4.189594e+002,-3.199998e-002
4.194416e+002,-3.226199e-002
4.199237e+002,-3.164906e-002
4.204058e+002,-3.045294e-002
4.208879e+002,-2.902715e-002
4.213700e+002,-2.763636e-002
4.218521e+002,-2.643558e-002
4.223343e+002,-2.551365e-002
4.228164e+002,-2.490060e-002
4.232985e+002,-2.458351e-002
4.237806e+002,-2.451286e-002
4.242627e+002,-2.461544e-002
4.247448e+002,-2.480262e-002
4.252270e+002,-2.499558e-002
4.257091e+002,-2.514335e-002
4.261912e+002,-2.522196e-002
4.266733e+002,-2.523693e-002
4.271554e+002,-2.521170e-002
4.276375e+002,-2.518119e-002
4.281197e+002,-2.517875e-002
4.286018e+002,-2.522662e-002
4.290839e+002,-2.532915e-002
4.295660e+002,-2.546972e-002
4.300481e+002,-2.561181e-002
4.305302e+002,-2.570385e-002
4.310124e+002,-2.569698e-002
4.314945e+002,-2.555302e-002
4.319766e+002,-2.525860e-002
4.324587e+002,-2.483094e-002
4.329408e+002,-2.431982e-002
4.334229e+002,-2.379853e-002
4.339051e+002,-2.335053e-002
4.343872e+002,-2.306360e-002
4.348693e+002,-2.300198e-002
4.353514e+002,-2.318782e-002
4.358335e+002,-2.358700e-002
4.363156e+002,-2.411535e-002
4.367978e+002,-2.466262e-002
4.372799e+002,-2.512421e-002
4.377620e+002,-2.544047e-002
4.382441e+002,-2.559772e-002
4.387262e+002,-2.562509e-002
4.392083e+002,-2.557086e-002
4.396905e+002,-2.549056e-002
4.401726e+002,-2.542713e-002
4.406547e+002,-2.540482e-002
4.411368e+002,-2.543047e-002
4.416189e+002,-2.549741e-002
4.421010e+002,-2.559141e-002
4.425832e+002,-2.569683e-002
4.430653e+002,-2.579797e-002
4.435474e+002,-2.587939e-002
4.440295e+002,-2.592359e-002
4.445116e+002,-2.591651e-002
4.449937e+002,-2.584824e-002
4.454759e+002,-2.572015e-002
4.459580e+002,-2.554411e-002
4.464401e+002,-2.534134e-002
4.469222e+002,-2.513428e-002
4.474043e+002,-2.493708e-002
4.478864e+002,-2.475324e-002
4.483686e+002,-2.457696e-002
4.488507e+002,-2.440083e-002
4.493328e+002,-2.422661e-002
4.498149e+002,-2.406867e-002
4.502970e+002,-2.395358e-002
4.507791e+002,-2.391257e-002
4.512613e+002,-2.396644e-002
4.517434e+002,-2.411516e-002
4.522255e+002,-2.433110e-002
4.527076e+002,-2.456923e-002
4.531897e+002,-2.477903e-002
4.536718e+002,-2.492819e-002
4.541540e+002,-2.501043e-002
4.546361e+002,-2.503915e-002
4.551182e+002,-2.503674e-002
4.556003e+002,-2.502316e-002
4.560824e+002,-2.500662e-002
4.565645e+002,-2.498219e-002
4.570467e+002,-2.493655e-002
4.575288e+002,-2.485876e-002
4.580109e+002,-2.475202e-002
4.584930e+002,-2.463629e-002
4.589751e+002,-2.453826e-002
4.594572e+002,-2.448061e-002
4.599394e+002,-2.447578e-002
4.604215e+002,-2.452411e-002
4.609036e+002,-2.461647e-002
4.613857e+002,-2.473402e-002
4.618678e+002,-2.485110e-002
4.623499e+002,-2.493748e-002
4.628321e+002,-2.496192e-002
4.633142e+002,-2.490194e-002
4.637963e+002,-2.474795e-002
4.642784e+002,-2.450710e-002
4.647606e+002,-2.420273e-002
4.652427e+002,-2.387399e-002
4.657248e+002,-2.356654e-002
4.662069e+002,-2.332246e-002
4.666890e+002,-2.317230e-002
4.671711e+002,-2.312458e-002
4.676533e+002,-2.316454e-002
4.681354e+002,-2.326150e-002
4.686175e+002,-2.338422e-002
4.690996e+002,-2.351064e-002
4.695817e+002,-2.363279e-002
4.700638e+002,-2.375386e-002
4.705460e+002,-2.387929e-002
4.710281e+002,-2.400701e-002
4.715102e+002,-2.412133e-002
4.719923e+002,-2.419298e-002
4.724744e+002,-2.419135e-002
4.729565e+002,-2.410027e-002
4.734387e+002,-2.392599e-002
4.739208e+002,-2.369570e-002
4.744029e+002,-2.344384e-002
4.748850e+002,-2.320296e-002
4.753671e+002,-2.299413e-002
4.758492e+002,-2.282754e-002
4.763314e+002,-2.270558e-002
4.768135e+002,-2.262582e-002
4.772956e+002,-2.258518e-002
4.777777e+002,-2.258238e-002
4.782598e+002,-2.261919e-002
4.787419e+002,-2.269624e-002
4.792241e+002,-2.281116e-002
4.797062e+002,-2.295431e-002
4.801883e+002,-2.310668e-002
4.806704e+002,-2.324341e-002
4.811525e+002,-2.333781e-002
4.816346e+002,-2.336789e-002
4.821168e+002,-2.332550e-002
4.825989e+002,-2.321794e-002
4.830810e+002,-2.306803e-002
4.835631e+002,-2.290566e-002
4.840452e+002,-2.276114e-002
4.845273e+002,-2.265406e-002
4.850095e+002,-2.259059e-002
4.854916e+002,-2.256285e-002
4.859737e+002,-2.255665e-002
4.864558e+002,-2.255967e-002
4.869379e+002,-2.256467e-002
4.874200e+002,-2.257071e-002
4.879022e+002,-2.258059e-002
4.883843e+002,-2.259682e-002
4.888664e+002,-2.261981e-002
4.893485e+002,-2.264822e-002
4.898306e+002,-2.268180e-002
4.903127e+002,-2.272246e-002
4.907949e+002,-2.277416e-002
4.912770e+002,-2.283703e-002
4.917591e+002,-2.290154e-002
4.922412e+002,-2.294397e-002
4.927233e+002,-2.293177e-002
4.932054e+002,-2.283618e-002
4.936876e+002,-2.264595e-002
4.941697e+002,-2.237879e-002
4.946518e+002,-2.208275e-002
4.951339e+002,-2.182885e-002
4.956160e+002,-2.168423e-002
4.960981e+002,-2.169684e-002
4.965803e+002,-2.187400e-002
4.970624e+002,-2.217803e-002
4.975445e+002,-2.253583e-002
4.980266e+002,-2.286715e-002
4.985087e+002,-2.311221e-002
4.989908e+002,-2.324282e-002
4.994730e+002,-2.326700e-002
4.999551e+002,-2.321515e-002
5.004372e+002,-2.312408e-002
5.009193e+002,-2.301845e-002
5.014014e+002,-2.290355e-002
5.018835e+002,-2.276856e-002
5.023657e+002,-2.260047e-002
5.028478e+002,-2.239556e-002
5.033299e+002,-2.216814e-002
5.038120e+002,-2.194372e-002
5.042941e+002,-2.175007e-002
5.047762e+002,-2.160652e-002
5.052584e+002,-2.151900e-002
5.057405e+002,-2.148236e-002
5.062226e+002,-2.148620e-002
5.067047e+002,-2.151897e-002
5.071868e+002,-2.157194e-002
5.076689e+002,-2.163903e-002
5.081511e+002,-2.171130e-002
5.086332e+002,-2.177503e-002
5.091153e+002,-2.181407e-002
5.095974e+002,-2.181256e-002
5.100795e+002,-2.176220e-002
5.105616e+002,-2.166777e-002
5.110438e+002,-2.154773e-002
5.115259e+002,-2.142707e-002
5.120080e+002,-2.132885e-002
5.124901e+002,-2.126743e-002
5.129722e+002,-2.124351e-002
5.134543e+002,-2.124954e-002
5.139365e+002,-2.127601e-002
5.144186e+002,-2.131784e-002
5.149007e+002,-2.137689e-002
5.153828e+002,-2.145776e-002
5.158649e+002,-2.156065e-002
5.163470e+002,-2.167660e-002
5.168292e+002,-2.178445e-002
5.173113e+002,-2.186023e-002
5.177934e+002,-2.188475e-002
5.182755e+002,-2.185538e-002
5.187576e+002,-2.178597e-002
5.192397e+002,-2.170330e-002
5.197219e+002,-2.163099e-002
5.202040e+002,-2.158152e-002
5.206861e+002,-2.155245e-002
5.211682e+002,-2.152985e-002
5.216503e+002,-2.149715e-002
5.221324e+002,-2.144593e-002
5.226146e+002,-2.138080e-002
5.230967e+002,-2.131939e-002
5.235788e+002,-2.128566e-002
5.240609e+002,-2.130011e-002
5.245430e+002,-2.137188e-002
5.250251e+002,-2.149182e-002
5.255073e+002,-2.163297e-002
5.259894e+002,-2.175511e-002
5.264715e+002,-2.182097e-002
5.269536e+002,-2.180317e-002
5.274357e+002,-2.169230e-002
5.279178e+002,-2.149617e-002
5.284000e+002,-2.123562e-002
5.288821e+002,-2.094047e-002
5.293642e+002,-2.064278e-002
5.298463e+002,-2.037739e-002
5.303284e+002,-2.017377e-002
5.308105e+002,-2.004929e-002
5.312927e+002,-2.000597e-002
5.317748e+002,-2.002916e-002
5.322569e+002,-2.009314e-002
5.327390e+002,-2.016773e-002
5.332211e+002,-2.023108e-002
5.337032e+002,-2.027244e-002
5.341854e+002,-2.029547e-002
5.346675e+002,-2.031365e-002
5.351496e+002,-2.034476e-002
5.356317e+002,-2.040287e-002
5.361138e+002,-2.049163e-002
5.365959e+002,-2.060417e-002
5.370781e+002,-2.072299e-002
5.375602e+002,-2.082524e-002
5.380423e+002,-2.088654e-002
5.385244e+002,-2.088824e-002
5.390065e+002,-2.082155e-002
5.394886e+002,-2.069131e-002
5.399708e+002,-2.051499e-002
5.404529e+002,-2.032240e-002
5.409350e+002,-2.014919e-002
5.414171e+002,-2.002518e-002
5.418992e+002,-1.997085e-002
5.423813e+002,-1.998825e-002
5.428635e+002,-2.006318e-002
5.433456e+002,-2.016956e-002
5.438277e+002,-2.027994e-002
5.443098e+002,-2.037416e-002
